iteration = 1 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-1.2052631146439132, 1.0, 1.0, 1.0, 1.0, 0.0, 30903.950230821636, 27600.304834445076, 38665.718873005047, 1.0]
iteration = 18 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0005, 1.0, 1.0], constraints = [-1.0000020498302624, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 19 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0005, 1.0], constraints = [-1.0000012754241496, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 20 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0005], constraints = [-1.0000012754241496, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 21 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-0.99999999999690803, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 22 , objective = 0.000277777777778, inputs = [1.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-1.2583851784048619, 1.0, 1.0, 1.0, 1.0, 0.0, 31263.180011077933, 27632.113686987119, 38900.071863774472, 1.0]
iteration = 23 , objective = 0.000277777777778, inputs = [1.0, 1.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-1.2577153355196076, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.510029084879, 27617.955867470177, 38900.08264791176, 1.0]
iteration = 24 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-1.1594706327904194, 1.0, 1.0, 1.0, 1.0, 0.0, 31263.203902041911, 27636.885649320309, 38880.66692635708, 1.0]
iteration = 25 , objective = 0.000277916666667, inputs = [1.0, 1.0, 1.0, 1.0005, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-0.99996729905433457, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 26 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0005, 1.0, 1.0, 1.0, 1.0], constraints = [-0.99999999999690803, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 27 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0005, 1.0, 1.0, 1.0], constraints = [-0.99999999999690803, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 28 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0005, 1.0, 1.0], constraints = [-1.0000020498302624, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 29 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0005, 1.0], constraints = [-1.0000012754241496, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 30 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0005], constraints = [-1.0000012754241496, 1.0, 1.0, 1.0, 1.0, 0.0, 31247.506788194321, 27203.015386696337, 38880.631339187537, 1.0]
iteration = 31 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 32 , objective = 0.00027773991924, inputs = [0.5188107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.40278084074641723, -1.0, 2.0, -1.0, 2.0, 0.0, 19529.152355706075, 0.0, 60670.089813469414, 1.0]
iteration = 33 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5041978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.38387859578355671, 2.0, -1.0, 2.0, -1.0, 0.0, 19510.35430059065, 0.0, 60631.887384186899, 1.0]
iteration = 34 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.9638204744295168, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39555143029825873, -1.0, 2.0, -1.0, 2.0, 0.0, 19520.48919922451, 0.0, 60611.726505708932, 1.0]
iteration = 35 , objective = 0.000277878808129, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 1.0003637092630269, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39900442055391444, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 36 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0005, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 37 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0005, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 38 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 1.0004911309940132, 0.9999944816139238, 0.9999944816139238], constraints = [-0.399043835637445, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 39 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 1.0004944816139238, 0.9999944816139238], constraints = [-0.39904429606344666, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 40 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 1.0004944816139238], constraints = [-0.39904429606344666, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 41 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 42 , objective = 0.00027773991924, inputs = [0.5188107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.40278084074641723, -1.0, 2.0, -1.0, 2.0, 0.0, 19529.152355706075, 0.0, 60670.089813469414, 1.0]
iteration = 43 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5041978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.38387859578355671, 2.0, -1.0, 2.0, -1.0, 0.0, 19510.35430059065, 0.0, 60631.887384186899, 1.0]
iteration = 44 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.9638204744295168, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39555143029825873, -1.0, 2.0, -1.0, 2.0, 0.0, 19520.48919922451, 0.0, 60611.726505708932, 1.0]
iteration = 45 , objective = 0.000277878808129, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 1.0003637092630269, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39900442055391444, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 46 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0005, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 47 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0005, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 48 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 1.0004911309940132, 0.9999944816139238, 0.9999944816139238], constraints = [-0.399043835637445, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 49 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 1.0004944816139238, 0.9999944816139238], constraints = [-0.39904429606344666, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 50 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 1.0004944816139238], constraints = [-0.39904429606344666, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 51 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 52 , objective = 0.00027773991924, inputs = [0.5188107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.40278084074641723, -1.0, 2.0, -1.0, 2.0, 0.0, 19529.152355706075, 0.0, 60670.089813469414, 1.0]
iteration = 53 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5041978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.38387859578355671, 2.0, -1.0, 2.0, -1.0, 0.0, 19510.35430059065, 0.0, 60631.887384186899, 1.0]
iteration = 54 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.9638204744295168, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39555143029825873, -1.0, 2.0, -1.0, 2.0, 0.0, 19520.48919922451, 0.0, 60611.726505708932, 1.0]
iteration = 55 , objective = 0.000277878808129, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 1.0003637092630269, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39900442055391444, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 56 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0005, 1.0, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 57 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0005, 0.9999911309940133, 0.9999944816139238, 0.9999944816139238], constraints = [-0.39904301128478287, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 58 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 1.0004911309940132, 0.9999944816139238, 0.9999944816139238], constraints = [-0.399043835637445, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 59 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 1.0004944816139238, 0.9999944816139238], constraints = [-0.39904429606344666, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 60 , objective = 0.00027773991924, inputs = [0.5183107398454203, 1.5036978800181484, 0.963320474429517, 0.9998637092630268, 1.0, 1.0, 0.9999911309940133, 0.9999944816139238, 1.0004944816139238], constraints = [-0.39904429606344666, -1.0, -1.0, -1.0, -1.0, 0.0, 19510.35430059065, 0.0, 60611.726505708932, 1.0]
iteration = 61 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034416882695254, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 62 , objective = 0.000277658564679, inputs = [0.25831707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13290459797721305, 2.0, 2.0, 2.0, 2.0, 0.0, 12374.164257367425, 0.0, 30271.937309421271, 1.0]
iteration = 63 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504614546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.1081442620441852, 2.0, -1.0, 2.0, -1.0, 0.0, 12350.280050637704, 10371.319674787703, 30223.608118871405, 1.0]
iteration = 64 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2244641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.11155803861848287, -1.0, 2.0, -1.0, 2.0, 0.0, 12355.332085528778, 0.0, 30213.557829499317, 1.0]
iteration = 65 , objective = 0.000277797453568, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 1.000070832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13030594617511429, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 66 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0005, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034416882695254, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 67 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0005, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034416882695254, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 68 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 1.0004906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034493323413657, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 69 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 1.0004937169189052, 0.9999937169189052], constraints = [-0.1303454582647052, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 70 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 1.0004937169189052], constraints = [-0.1303454582647052, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 71 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034416882695254, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 72 , objective = 0.000277658564679, inputs = [0.25831707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13290459797721305, 2.0, 2.0, 2.0, 2.0, 0.0, 12374.164257367425, 0.0, 30271.937309421271, 1.0]
iteration = 73 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504614546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.1081442620441852, 2.0, -1.0, 2.0, -1.0, 0.0, 12350.280050637704, 10371.319674787703, 30223.608118871405, 1.0]
iteration = 74 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2244641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.11155803861848287, -1.0, 2.0, -1.0, 2.0, 0.0, 12355.332085528778, 0.0, 30213.557829499317, 1.0]
iteration = 75 , objective = 0.000277797453568, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 1.000070832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13030594617511429, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 76 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0005, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034416882695254, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 77 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0005, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034416882695254, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 78 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 1.0004906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034493323413657, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 79 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 1.0004937169189052, 0.9999937169189052], constraints = [-0.1303454582647052, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 80 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 1.0004937169189052], constraints = [-0.1303454582647052, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
iteration = 81 , objective = 0.000277658564679, inputs = [0.25781707452924824, 1.504114546684821, 1.2239641397456784, 0.999570832845442, 1.0, 1.0, 0.9999906696142368, 0.9999937169189052, 0.9999937169189052], constraints = [-0.13034416882695254, 2.0, 2.0, 2.0, 2.0, 0.0, 12350.280050637704, 0.0, 30213.557829499317, 1.0]
