# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
20

# DegenGeom Type, SurfNdx, GeomID
LIFTING_SURFACE,horizontal_stabilizer,0,XINHKYSYPM
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
8.000729633186109524e+00, 4.600403432214442700e-01, 3.938732459176037537e-01, 1.199999999999999956e+00, 2.413466350417201589e+00
8.096535476109442797e+00, 4.600403432214442700e-01, 3.971507110950502906e-01, 1.199999999999999956e+00, 2.584161237591246607e+00
8.208571281272778464e+00, 4.600403432214442700e-01, 3.957147924580275422e-01, 1.199999999999999956e+00, 2.783663390284290440e+00
8.329931989324347086e+00, 4.600403432214442700e-01, 3.898270824175064098e-01, 1.199999999999999956e+00, 3.000000000000000000e+00
8.451100859619463890e+00, 4.600403432214442700e-01, 3.807872552595068516e-01, 1.199999999999999956e+00, 3.216336609715709116e+00
8.562667978383775136e+00, 4.600403432214442700e-01, 3.703783913317809651e-01, 1.199999999999999956e+00, 3.415838762408752949e+00
8.657997285411095589e+00, 4.600403432214442700e-01, 3.601893111597817554e-01, 1.199999999999999956e+00, 3.586533649582798411e+00
8.734383512753295165e+00, 4.600403432214442700e-01, 3.512430553232556707e-01, 1.199999999999999956e+00, 3.723464124463156111e+00
8.792498579751431009e+00, 4.600403432214442700e-01, 3.439778244759343351e-01, 1.199999999999999956e+00, 3.827739635619072267e+00
8.834992454825833619e+00, 4.600403432214442700e-01, 3.384084153950686069e-01, 1.199999999999999956e+00, 3.904044169930655173e+00
8.865170889821950340e+00, 4.600403432214442700e-01, 3.343153552386065597e-01, 1.199999999999999956e+00, 3.958266880232111262e+00
8.886162755119112688e+00, 4.600403432214442700e-01, 3.313999999999999169e-01, 1.199999999999999956e+00, 4.000000000000000000e+00
8.886162755119112688e+00, 9.200806864428885401e-01, 3.313999999999999724e-01, 1.399999999999999911e+00, 0.000000000000000000e+00
8.865170889821950340e+00, 9.200806864428885401e-01, 3.284846447613933851e-01, 1.399999999999999911e+00, 4.173311976788848798e-02
8.834992454825833619e+00, 9.200806864428885401e-01, 3.243915846049313378e-01, 1.399999999999999911e+00, 9.595583006934514658e-02
8.792498579751429233e+00, 9.200806864428885401e-01, 3.188221755240656097e-01, 1.399999999999999911e+00, 1.722603643809274832e-01
8.734383512753296941e+00, 9.200806864428886511e-01, 3.115569446767444406e-01, 1.399999999999999911e+00, 2.765358755368439447e-01
8.657997285411095589e+00, 9.200806864428885401e-01, 3.026106888402183004e-01, 1.399999999999999911e+00, 4.134663504172014781e-01
8.562667978383775136e+00, 9.200806864428885401e-01, 2.924216086682189797e-01, 1.399999999999999911e+00, 5.841612375912467181e-01
8.451100859619463890e+00, 9.200806864428885401e-01, 2.820127447404931487e-01, 1.399999999999999911e+00, 7.836633902842906618e-01
8.329931989324347086e+00, 9.200806864428885401e-01, 2.729729175824935350e-01, 1.399999999999999911e+00, 1.000000000000000000e+00
8.208571281272778464e+00, 9.200806864428885401e-01, 2.670852075419724581e-01, 1.399999999999999911e+00, 1.216336609715709338e+00
8.096535476109444573e+00, 9.200806864428886511e-01, 2.656492889049497652e-01, 1.399999999999999911e+00, 1.415838762408753171e+00
8.000729633186109524e+00, 9.200806864428887621e-01, 2.689267540823962466e-01, 1.399999999999999911e+00, 1.586533649582798411e+00
7.924180584692268603e+00, 9.200806864428885401e-01, 2.762024518449661681e-01, 1.399999999999999911e+00, 1.723464124463156111e+00
7.866524703928917006e+00, 9.200806864428885401e-01, 2.863801656945750840e-01, 1.399999999999999911e+00, 1.827739635619072489e+00
7.825516528237209002e+00, 9.200806864428887621e-01, 2.987052069842364710e-01, 1.399999999999999911e+00, 1.904044169930654951e+00
7.799012191246383452e+00, 9.200806864428885401e-01, 3.134562903494386710e-01, 1.399999999999999911e+00, 1.958266880232111484e+00
7.788999999999999702e+00, 9.200806864428885401e-01, 3.313999999999999724e-01, 1.399999999999999911e+00, 2.000000000000000000e+00
7.799012191246383452e+00, 9.200806864428885401e-01, 3.493437096505609962e-01, 1.399999999999999911e+00, 2.041733119767888294e+00
7.825516528237207226e+00, 9.200806864428885401e-01, 3.640947930157634738e-01, 1.399999999999999911e+00, 2.095955830069344827e+00
7.866524703928917894e+00, 9.200806864428885401e-01, 3.764198343054247498e-01, 1.399999999999999911e+00, 2.172260364380927289e+00
7.924180584692267715e+00, 9.200806864428885401e-01, 3.865975481550337767e-01, 1.399999999999999911e+00, 2.276535875536843889e+00
8.000729633186109524e+00, 9.200806864428885401e-01, 3.938732459176037537e-01, 1.399999999999999911e+00, 2.413466350417201589e+00
8.096535476109442797e+00, 9.200806864428885401e-01, 3.971507110950502906e-01, 1.399999999999999911e+00, 2.584161237591246607e+00
8.208571281272778464e+00, 9.200806864428885401e-01, 3.957147924580275422e-01, 1.399999999999999911e+00, 2.783663390284290440e+00
8.329931989324347086e+00, 9.200806864428885401e-01, 3.898270824175064098e-01, 1.399999999999999911e+00, 3.000000000000000000e+00
8.451100859619463890e+00, 9.200806864428885401e-01, 3.807872552595068516e-01, 1.399999999999999911e+00, 3.216336609715709116e+00
8.562667978383775136e+00, 9.200806864428885401e-01, 3.703783913317809651e-01, 1.399999999999999911e+00, 3.415838762408752949e+00
8.657997285411095589e+00, 9.200806864428885401e-01, 3.601893111597817554e-01, 1.399999999999999911e+00, 3.586533649582798411e+00
8.734383512753295165e+00, 9.200806864428885401e-01, 3.512430553232556707e-01, 1.399999999999999911e+00, 3.723464124463156111e+00
8.792498579751431009e+00, 9.200806864428885401e-01, 3.439778244759343906e-01, 1.399999999999999911e+00, 3.827739635619072267e+00
8.834992454825833619e+00, 9.200806864428885401e-01, 3.384084153950686069e-01, 1.399999999999999911e+00, 3.904044169930655173e+00
8.865170889821950340e+00, 9.200806864428885401e-01, 3.343153552386066707e-01, 1.399999999999999911e+00, 3.958266880232111262e+00
8.886162755119112688e+00, 9.200806864428885401e-01, 3.313999999999999724e-01, 1.399999999999999911e+00, 4.000000000000000000e+00
8.886162755119112688e+00, 1.380121029664333365e+00, 3.313999999999999724e-01, 1.600000000000000089e+00, 0.000000000000000000e+00
8.865170889821950340e+00, 1.380121029664333365e+00, 3.284846447613933851e-01, 1.600000000000000089e+00, 4.173311976788848798e-02
8.834992454825833619e+00, 1.380121029664333365e+00, 3.243915846049313378e-01, 1.600000000000000089e+00, 9.595583006934514658e-02
8.792498579751429233e+00, 1.380121029664333365e+00, 3.188221755240656097e-01, 1.600000000000000089e+00, 1.722603643809274832e-01
8.734383512753296941e+00, 1.380121029664333365e+00, 3.115569446767444406e-01, 1.600000000000000089e+00, 2.765358755368439447e-01
8.657997285411095589e+00, 1.380121029664333365e+00, 3.026106888402183004e-01, 1.600000000000000089e+00, 4.134663504172014781e-01
8.562667978383775136e+00, 1.380121029664333365e+00, 2.924216086682189797e-01, 1.600000000000000089e+00, 5.841612375912467181e-01
8.451100859619463890e+00, 1.380121029664333587e+00, 2.820127447404931487e-01, 1.600000000000000089e+00, 7.836633902842906618e-01
8.329931989324347086e+00, 1.380121029664333365e+00, 2.729729175824935350e-01, 1.600000000000000089e+00, 1.000000000000000000e+00
8.208571281272778464e+00, 1.380121029664333143e+00, 2.670852075419724581e-01, 1.600000000000000089e+00, 1.216336609715709338e+00
8.096535476109444573e+00, 1.380121029664333587e+00, 2.656492889049497652e-01, 1.600000000000000089e+00, 1.415838762408753171e+00
8.000729633186109524e+00, 1.380121029664333587e+00, 2.689267540823962466e-01, 1.600000000000000089e+00, 1.586533649582798411e+00
7.924180584692268603e+00, 1.380121029664333587e+00, 2.762024518449661681e-01, 1.600000000000000089e+00, 1.723464124463156111e+00
7.866524703928917006e+00, 1.380121029664333587e+00, 2.863801656945750840e-01, 1.600000000000000089e+00, 1.827739635619072489e+00
7.825516528237209002e+00, 1.380121029664333365e+00, 2.987052069842364710e-01, 1.600000000000000089e+00, 1.904044169930654951e+00
7.799012191246383452e+00, 1.380121029664333365e+00, 3.134562903494386710e-01, 1.600000000000000089e+00, 1.958266880232111484e+00
7.788999999999999702e+00, 1.380121029664333365e+00, 3.313999999999999724e-01, 1.600000000000000089e+00, 2.000000000000000000e+00
7.799012191246383452e+00, 1.380121029664333143e+00, 3.493437096505609962e-01, 1.600000000000000089e+00, 2.041733119767888294e+00
7.825516528237207226e+00, 1.380121029664333365e+00, 3.640947930157634738e-01, 1.600000000000000089e+00, 2.095955830069344827e+00
7.866524703928917894e+00, 1.380121029664333365e+00, 3.764198343054247498e-01, 1.600000000000000089e+00, 2.172260364380927289e+00
7.924180584692267715e+00, 1.380121029664333365e+00, 3.865975481550337767e-01, 1.600000000000000089e+00, 2.276535875536843889e+00
8.000729633186109524e+00, 1.380121029664333365e+00, 3.938732459176037537e-01, 1.600000000000000089e+00, 2.413466350417201589e+00
8.096535476109442797e+00, 1.380121029664333365e+00, 3.971507110950502906e-01, 1.600000000000000089e+00, 2.584161237591246607e+00
8.208571281272778464e+00, 1.380121029664333365e+00, 3.957147924580275422e-01, 1.600000000000000089e+00, 2.783663390284290440e+00
8.329931989324347086e+00, 1.380121029664333365e+00, 3.898270824175064098e-01, 1.600000000000000089e+00, 3.000000000000000000e+00
8.451100859619463890e+00, 1.380121029664333365e+00, 3.807872552595068516e-01, 1.600000000000000089e+00, 3.216336609715709116e+00
8.562667978383775136e+00, 1.380121029664333365e+00, 3.703783913317809651e-01, 1.600000000000000089e+00, 3.415838762408752949e+00
8.657997285411095589e+00, 1.380121029664333365e+00, 3.601893111597817554e-01, 1.600000000000000089e+00, 3.586533649582798411e+00
8.734383512753295165e+00, 1.380121029664333365e+00, 3.512430553232556707e-01, 1.600000000000000089e+00, 3.723464124463156111e+00
8.792498579751431009e+00, 1.380121029664333365e+00, 3.439778244759343906e-01, 1.600000000000000089e+00, 3.827739635619072267e+00
8.834992454825833619e+00, 1.380121029664333143e+00, 3.384084153950686069e-01, 1.600000000000000089e+00, 3.904044169930655173e+00
8.865170889821950340e+00, 1.380121029664333365e+00, 3.343153552386066707e-01, 1.600000000000000089e+00, 3.958266880232111262e+00
8.886162755119112688e+00, 1.380121029664333365e+00, 3.313999999999999724e-01, 1.600000000000000089e+00, 4.000000000000000000e+00
8.886162755119112688e+00, 1.840161372885777524e+00, 3.313999999999999169e-01, 1.800000000000000044e+00, 0.000000000000000000e+00
8.865170889821950340e+00, 1.840161372885777524e+00, 3.284846447613933851e-01, 1.800000000000000044e+00, 4.173311976788848798e-02
8.834992454825833619e+00, 1.840161372885777524e+00, 3.243915846049313378e-01, 1.800000000000000044e+00, 9.595583006934514658e-02
8.792498579751429233e+00, 1.840161372885777524e+00, 3.188221755240656097e-01, 1.800000000000000044e+00, 1.722603643809274832e-01
8.734383512753296941e+00, 1.840161372885777524e+00, 3.115569446767444406e-01, 1.800000000000000044e+00, 2.765358755368439447e-01
8.657997285411095589e+00, 1.840161372885777746e+00, 3.026106888402183004e-01, 1.800000000000000044e+00, 4.134663504172014781e-01
8.562667978383775136e+00, 1.840161372885777524e+00, 2.924216086682189797e-01, 1.800000000000000044e+00, 5.841612375912467181e-01
8.451100859619463890e+00, 1.840161372885777524e+00, 2.820127447404931487e-01, 1.800000000000000044e+00, 7.836633902842906618e-01
8.329931989324347086e+00, 1.840161372885777524e+00, 2.729729175824935350e-01, 1.800000000000000044e+00, 1.000000000000000000e+00
8.208571281272778464e+00, 1.840161372885777524e+00, 2.670852075419724581e-01, 1.800000000000000044e+00, 1.216336609715709338e+00
8.096535476109444573e+00, 1.840161372885777524e+00, 2.656492889049497652e-01, 1.800000000000000044e+00, 1.415838762408753171e+00
8.000729633186109524e+00, 1.840161372885777524e+00, 2.689267540823962466e-01, 1.800000000000000044e+00, 1.586533649582798411e+00
7.924180584692268603e+00, 1.840161372885777524e+00, 2.762024518449661681e-01, 1.800000000000000044e+00, 1.723464124463156111e+00
7.866524703928918782e+00, 1.840161372885777524e+00, 2.863801656945750840e-01, 1.800000000000000044e+00, 1.827739635619072489e+00
7.825516528237209002e+00, 1.840161372885777524e+00, 2.987052069842364710e-01, 1.800000000000000044e+00, 1.904044169930654951e+00
7.799012191246383452e+00, 1.840161372885777524e+00, 3.134562903494386710e-01, 1.800000000000000044e+00, 1.958266880232111484e+00
7.788999999999999702e+00, 1.840161372885777524e+00, 3.313999999999999169e-01, 1.800000000000000044e+00, 2.000000000000000000e+00
7.799012191246383452e+00, 1.840161372885777524e+00, 3.493437096505609962e-01, 1.800000000000000044e+00, 2.041733119767888294e+00
7.825516528237207226e+00, 1.840161372885777524e+00, 3.640947930157634183e-01, 1.800000000000000044e+00, 2.095955830069344827e+00
7.866524703928917006e+00, 1.840161372885777524e+00, 3.764198343054247498e-01, 1.800000000000000044e+00, 2.172260364380927289e+00
7.924180584692267715e+00, 1.840161372885777524e+00, 3.865975481550337767e-01, 1.800000000000000044e+00, 2.276535875536843889e+00
8.000729633186109524e+00, 1.840161372885777524e+00, 3.938732459176037537e-01, 1.800000000000000044e+00, 2.413466350417201589e+00
8.096535476109442797e+00, 1.840161372885777524e+00, 3.971507110950502906e-01, 1.800000000000000044e+00, 2.584161237591246607e+00
8.208571281272778464e+00, 1.840161372885777524e+00, 3.957147924580275422e-01, 1.800000000000000044e+00, 2.783663390284290440e+00
8.329931989324347086e+00, 1.840161372885777524e+00, 3.898270824175064098e-01, 1.800000000000000044e+00, 3.000000000000000000e+00
8.451100859619463890e+00, 1.840161372885777524e+00, 3.807872552595068516e-01, 1.800000000000000044e+00, 3.216336609715709116e+00
8.562667978383775136e+00, 1.840161372885777524e+00, 3.703783913317809651e-01, 1.800000000000000044e+00, 3.415838762408752949e+00
8.657997285411095589e+00, 1.840161372885777524e+00, 3.601893111597817554e-01, 1.800000000000000044e+00, 3.586533649582798411e+00
8.734383512753295165e+00, 1.840161372885777524e+00, 3.512430553232556707e-01, 1.800000000000000044e+00, 3.723464124463156111e+00
8.792498579751431009e+00, 1.840161372885777524e+00, 3.439778244759343351e-01, 1.800000000000000044e+00, 3.827739635619072267e+00
8.834992454825833619e+00, 1.840161372885777524e+00, 3.384084153950686069e-01, 1.800000000000000044e+00, 3.904044169930655173e+00
8.865170889821950340e+00, 1.840161372885777524e+00, 3.343153552386065597e-01, 1.800000000000000044e+00, 3.958266880232111262e+00
8.886162755119112688e+00, 1.840161372885777524e+00, 3.313999999999999169e-01, 1.800000000000000044e+00, 4.000000000000000000e+00
8.886162755119112688e+00, 2.300201716107221905e+00, 3.313999999999999724e-01, 2.000000000000000000e+00, 0.000000000000000000e+00
8.865170889821950340e+00, 2.300201716107221905e+00, 3.284846447613933851e-01, 2.000000000000000000e+00, 4.173311976788848798e-02
8.834992454825833619e+00, 2.300201716107221905e+00, 3.243915846049313378e-01, 2.000000000000000000e+00, 9.595583006934514658e-02
8.792498579751429233e+00, 2.300201716107221905e+00, 3.188221755240656097e-01, 2.000000000000000000e+00, 1.722603643809274832e-01
8.734383512753296941e+00, 2.300201716107221905e+00, 3.115569446767444406e-01, 2.000000000000000000e+00, 2.765358755368439447e-01
8.657997285411095589e+00, 2.300201716107221905e+00, 3.026106888402183004e-01, 2.000000000000000000e+00, 4.134663504172014781e-01
8.562667978383775136e+00, 2.300201716107221905e+00, 2.924216086682189797e-01, 2.000000000000000000e+00, 5.841612375912467181e-01
8.451100859619463890e+00, 2.300201716107221905e+00, 2.820127447404931487e-01, 2.000000000000000000e+00, 7.836633902842906618e-01
8.329931989324347086e+00, 2.300201716107221905e+00, 2.729729175824935350e-01, 2.000000000000000000e+00, 1.000000000000000000e+00
8.208571281272778464e+00, 2.300201716107221905e+00, 2.670852075419724581e-01, 2.000000000000000000e+00, 1.216336609715709338e+00
8.096535476109444573e+00, 2.300201716107221905e+00, 2.656492889049497652e-01, 2.000000000000000000e+00, 1.415838762408753171e+00
8.000729633186109524e+00, 2.300201716107221905e+00, 2.689267540823962466e-01, 2.000000000000000000e+00, 1.586533649582798411e+00
7.924180584692268603e+00, 2.300201716107221905e+00, 2.762024518449661681e-01, 2.000000000000000000e+00, 1.723464124463156111e+00
7.866524703928917006e+00, 2.300201716107221905e+00, 2.863801656945750840e-01, 2.000000000000000000e+00, 1.827739635619072489e+00
7.825516528237209002e+00, 2.300201716107221905e+00, 2.987052069842364710e-01, 2.000000000000000000e+00, 1.904044169930654951e+00
7.799012191246383452e+00, 2.300201716107221905e+00, 3.134562903494386710e-01, 2.000000000000000000e+00, 1.958266880232111484e+00
7.788999999999999702e+00, 2.300201716107221905e+00, 3.313999999999999724e-01, 2.000000000000000000e+00, 2.000000000000000000e+00
7.799012191246383452e+00, 2.300201716107221905e+00, 3.493437096505609962e-01, 2.000000000000000000e+00, 2.041733119767888294e+00
7.825516528237207226e+00, 2.300201716107221905e+00, 3.640947930157634738e-01, 2.000000000000000000e+00, 2.095955830069344827e+00
7.866524703928917006e+00, 2.300201716107221905e+00, 3.764198343054247498e-01, 2.000000000000000000e+00, 2.172260364380927289e+00
7.924180584692267715e+00, 2.300201716107221905e+00, 3.865975481550337767e-01, 2.000000000000000000e+00, 2.276535875536843889e+00
8.000729633186109524e+00, 2.300201716107221905e+00, 3.938732459176037537e-01, 2.000000000000000000e+00, 2.413466350417201589e+00
8.096535476109442797e+00, 2.300201716107221905e+00, 3.971507110950502906e-01, 2.000000000000000000e+00, 2.584161237591246607e+00
8.208571281272778464e+00, 2.300201716107221905e+00, 3.957147924580275422e-01, 2.000000000000000000e+00, 2.783663390284290440e+00
8.329931989324347086e+00, 2.300201716107221905e+00, 3.898270824175064098e-01, 2.000000000000000000e+00, 3.000000000000000000e+00
8.451100859619463890e+00, 2.300201716107221905e+00, 3.807872552595068516e-01, 2.000000000000000000e+00, 3.216336609715709116e+00
8.562667978383775136e+00, 2.300201716107221905e+00, 3.703783913317809651e-01, 2.000000000000000000e+00, 3.415838762408752949e+00
8.657997285411095589e+00, 2.300201716107221905e+00, 3.601893111597817554e-01, 2.000000000000000000e+00, 3.586533649582798411e+00
8.734383512753295165e+00, 2.300201716107221905e+00, 3.512430553232556707e-01, 2.000000000000000000e+00, 3.723464124463156111e+00
8.792498579751431009e+00, 2.300201716107221905e+00, 3.439778244759343906e-01, 2.000000000000000000e+00, 3.827739635619072267e+00
8.834992454825833619e+00, 2.300201716107221905e+00, 3.384084153950686069e-01, 2.000000000000000000e+00, 3.904044169930655173e+00
8.865170889821950340e+00, 2.300201716107221905e+00, 3.343153552386066707e-01, 2.000000000000000000e+00, 3.958266880232111262e+00
8.886162755119112688e+00, 2.300201716107221905e+00, 3.313999999999999724e-01, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
1.375599643236450065e-01, -0.000000000000000000e+00, -9.904934407734750090e-01, 9.749791890215516593e-03
1.343981395088644504e-01, -0.000000000000000000e+00, -9.909274141411952286e-01, 1.401040822503814461e-02
1.299524171647161719e-01, -0.000000000000000000e+00, -9.915202313987584448e-01, 1.971608471010231206e-02
1.240489819904885965e-01, -0.000000000000000000e+00, -9.922760956846251590e-01, 2.694338348412181339e-02
1.163236263000644866e-01, -0.000000000000000000e+00, -9.932113641941493487e-01, 3.538093452284381962e-02
1.062776449916107008e-01, -0.000000000000000000e+00, -9.943364934342081574e-01, 4.410511674216521100e-02
9.289346782814864034e-02, -0.000000000000000000e+00, -9.956760535610267304e-01, 5.154826755649753733e-02
7.439843356404471364e-02, -0.000000000000000000e+00, -9.972285962021026906e-01, 5.589748317548563772e-02
4.845714581922586778e-02, -0.000000000000000000e+00, -9.988252625054365730e-01, 5.589648548295227115e-02
1.281555225681962548e-02, -0.000000000000000000e+00, -9.999178774381186630e-01, 5.154522328621999328e-02
-3.418944996017071747e-02, 0.000000000000000000e+00, -9.994153698595099611e-01, 4.410033524626152251e-02
-9.461979426630301448e-02, 0.000000000000000000e+00, -9.955134828484255571e-01, 3.537435820720412349e-02
-1.738374560144123060e-01, 6.712397260048544600e-16, -9.847743593770287296e-01, 2.693412041301087786e-02
-2.878318126925639708e-01, 0.000000000000000000e+00, -9.576809738123196469e-01, 1.969906026742911098e-02
-4.863091691323378485e-01, 0.000000000000000000e+00, -8.737868115380406087e-01, 1.395427823481789828e-02
-8.732578089028972812e-01, -5.879544701778845375e-17, -4.872584521484576991e-01, 9.452913288781200629e-03
-8.732578089028947277e-01, -0.000000000000000000e+00, 4.872584521484623621e-01, 9.452913288781112158e-03
-4.863091691323697119e-01, 1.054362134840368251e-16, 8.737868115380228451e-01, 1.395427823481723908e-02
-2.878318126925627496e-01, -0.000000000000000000e+00, 9.576809738123199800e-01, 1.969906026742948915e-02
